"","Team","Rk.x","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","Pace","FTr","3PAr","TS%","eFG%","TOV%","ORB%","FT/FGA","DRB%","Arena","Attend.","Attend./G","Rk.y","G","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","i"
"1018","Toronto Raptors*","12","26.1","49","33","49","33","3.07","-0.62","2.45","111.0","107.7","92.8",".295",".302",".553",".506","13.4","25.6",".208","73.3","Air Canada Centre","809,824","19,752",4,82,242.1,37.9,83.3,0.455,8.9,25.1,0.352,29,58.2,0.499,19.3,24.6,0.787,10.7,30.8,41.5,20.7,7.5,4.4,12.9,20.9,104,2015
"1019","Utah Jazz","14","23.4","38","44","42","40","0.22","0.49","0.71","105.1","104.9","90.4",".297",".274",".531",".491","12.8","29.1",".199","76.3","EnergySolutions Arena","772,059","18,831",26,82,240.3,35.4,79.2,0.447,7.4,21.7,0.343,27.9,57.5,0.486,17,23.5,0.721,12,31.9,44,19.9,7.6,6,15.3,19.3,95.1,2015
"1020","Washington Wizards*","15","28.6","46","36","43","39","0.72","-0.55","0.17","103.7","103.0","93.7",".259",".203",".534",".481","12.9","24.9",".210","77.3","Verizon Center","747,796","18,239",17,82,243.4,38.3,82.8,0.462,6.1,16.8,0.36,32.2,66,0.488,15.9,21.4,0.742,10.5,34.2,44.7,24,7.3,4.6,15,20.8,98.5,2015
"1021","Atlanta Hawks*","7","28.2","48","34","51","31","3.61","-0.12","3.49","105.1","101.4","97.1",".237",".336",".552",".480","14.4","19.1",".194","74.6","Philips Arena","690,150","16,833",12,82,241.8,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20,0.783,8.3,33.8,42.1,25.6,9.1,5.9,15,19.1,102.8,2016
"1022","Boston Celtics*","8","25.2","48","34","50","32","3.21","-0.37","2.84","106.8","103.6","98.5",".264",".293",".531",".487","14.6","25.1",".231","74.6","TD Garden","749,076","18,270",5,82,241.2,39.2,89.2,0.439,8.7,26.1,0.335,30.5,63.1,0.483,18.5,23.5,0.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,2016
"1023","Brooklyn Nets","28","26.9","21","61","22","60","-7.35","0.24","-7.12","103.2","110.9","95.2",".246",".218",".527",".534","13.1","24.1",".176","75.7","Barclays Center","620,142","15,125",26,82,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66,0.481,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4,14.8,18,98.6,2016
"1024","Charlotte Hornets*","9","26.0","48","34","49","33","2.72","-0.36","2.36","107.1","104.3","95.7",".280",".348",".545",".496","12.5","20.0",".191","79.8","Time Warner Cable Arena","716,894","17,485",11,82,242.1,37,84.4,0.439,10.6,29.4,0.362,26.4,55,0.479,18.7,23.7,0.79,9,35,43.9,21.7,7.3,5.3,12.6,18.1,103.4,2016
"1025","Chicago Bulls","18","27.6","42","40","37","45","-1.48","0.01","-1.46","105.0","106.5","95.7",".240",".244",".526",".485","10.7","24.5",".182","74.9","United Center","894,659","21,821",21,82,242.7,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.464,16.5,21,0.787,11.1,35.2,46.3,22.8,6,5.7,13.9,18.8,101.6,2016
"1026","Cleveland Cavaliers*","4","28.1","57","25","57","25","6.00","-0.55","5.45","110.9","104.5","93.3",".259",".352",".558",".496","12.6","25.1",".205","78.5","Quicken Loans Arena","843,042","20,562",8,82,242.1,38.7,84,0.46,10.7,29.6,0.362,27.9,54.4,0.514,16.3,21.7,0.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,2016
"1027","Dallas Mavericks*","16","30.3","42","40","40","42","-0.30","0.29","-0.02","106.7","107.0","94.3",".265",".339",".544",".504","12.8","20.6",".198","76.2","American Airlines Center","825,901","20,144",16,82,244,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,2016
"1028","Denver Nuggets","23","24.7","33","49","33","49","-3.10","0.29","-2.81","105.6","108.9","95.7",".282",".277",".531",".515","12.6","25.8",".216","77.3","Pepsi Center","577,898","14,095",20,82,241.8,37.7,85.4,0.442,8,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21,101.9,2016
"1029","Detroit Pistons*","14","25.0","44","38","43","39","0.61","-0.18","0.43","106.1","105.5","95.1",".296",".303",".522",".504","12.5","27.0",".196","79.3","The Palace of Auburn Hills","677,138","16,516",19,82,242.4,37.9,86.4,0.439,9,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.668,12.5,33.9,46.3,19.4,7,3.7,13.5,19,102,2016
"1030","Golden State Warriors*","1","27.4","73","9","65","17","10.76","-0.38","10.38","114.5","103.8","99.3",".250",".362",".593",".479","12.6","23.5",".208","76.0","Oracle Arena","803,436","19,596",1,82,242.4,42.5,87.3,0.487,13.1,31.6,0.416,29.4,55.7,0.528,16.7,21.8,0.763,10,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,2016
"1031","Houston Rockets*","15","27.8","41","41","42","40","0.20","0.14","0.34","108.3","108.1","97.6",".352",".370",".553",".516","14.7","25.7",".219","72.8","Toyota Center","737,244","17,982",4,82,241.8,37.7,83.5,0.452,10.7,30.9,0.347,27,52.6,0.514,20.4,29.4,0.694,11.3,31.7,43.1,22.2,10,5.2,15.9,21.8,106.5,2016
"1032","Indiana Pacers*","11","26.9","45","37","46","36","1.71","-0.09","1.62","104.6","102.9","96.6",".268",".270",".536",".489","14.3","23.4",".205","76.0","Bankers Life Fieldhouse","690,733","16,847",17,82,242.4,38.3,85.2,0.45,8.1,23,0.351,30.2,62.1,0.486,17.4,22.8,0.764,10.3,33.9,44.2,21.2,9,4.8,14.9,20,102.2,2016
"1033","League Average","","26.8","","","41","41","0.00","0.00","0.00","106.4","106.4","95.8",".276",".285",".541",".502","13.2","23.8",".209","76.2","","732,555","17,866",NA,82,241.8,38.2,84.6,0.452,8.5,24.1,0.354,29.7,60.5,0.491,17.7,23.4,0.757,10.4,33.3,43.8,22.3,7.8,5,14.4,20.3,102.7,2016
"1034","Los Angeles Clippers*","5","29.7","53","29","53","29","4.28","-0.15","4.13","108.3","103.8","95.8",".318",".324",".556",".480","13.8","20.1",".222","73.8","STAPLES Center","786,910","19,193",7,82,241.8,38.3,82.4,0.465,9.7,26.7,0.364,28.6,55.7,0.513,18.2,26.2,0.692,8.8,33.3,42,22.8,8.6,5.6,13,21.3,104.5,2016
"1035","Los Angeles Lakers","29","26.5","17","65","17","65","-9.56","0.64","-8.92","101.6","111.6","95.6",".292",".290",".509",".523","11.6","23.1",".202","74.7","STAPLES Center","778,877","18,997",30,82,240.6,35.1,84.8,0.414,7.8,24.6,0.317,27.3,60.2,0.454,19.3,24.7,0.781,10.7,32.3,43,18,7.2,4.1,13.7,20.3,97.3,2016
"1036","Memphis Grizzlies*","20","30.5","42","40","35","47","-2.24","0.11","-2.14","105.4","107.8","93.3",".295",".222",".524",".518","15.2","25.3",".251","75.1","FedEx Forum","701,894","17,119",24,82,241.8,36.8,83.6,0.44,6.1,18.5,0.331,30.7,65.1,0.471,19.3,24.7,0.783,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,99.1,2016
"1037","Miami Heat*","12","28.4","48","34","46","36","1.65","-0.14","1.50","106.1","104.4","93.6",".282",".221",".545",".485","12.1","23.8",".196","77.8","AmericanAirlines Arena","809,350","19,740",23,82,241.8,38.4,81.7,0.47,6.1,18,0.336,32.3,63.6,0.508,17.1,23,0.744,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,100,2016
"1038","Milwaukee Bucks","26","23.5","33","49","29","53","-4.18","0.20","-3.98","104.3","108.7","94.2",".276",".189",".537",".510","14.2","24.9",".221","73.1","BMO Harris Bradley Center","621,808","15,166",25,82,241.8,38.4,82.2,0.467,5.4,15.6,0.345,33,66.6,0.495,17,22.7,0.747,10.5,31.2,41.7,23.1,8.2,5.8,15.2,20.7,99,2016
"1039","Minnesota Timberwolves","24","24.6","29","53","31","51","-3.54","0.15","-3.38","106.5","110.1","95.2",".332",".202",".549",".524","13.6","24.3",".200","74.7","Target Center","581,178","14,175",15,82,242.4,37.7,81.3,0.464,5.5,16.4,0.338,32.2,64.9,0.496,21.4,27,0.792,10,31.5,41.6,23.4,8,4.6,15,20.7,102.4,2016
"1040","New Orleans Pelicans","25","26.6","30","52","31","51","-3.79","0.24","-3.56","105.6","109.5","96.8",".259",".277",".537",".523","12.7","21.2",".225","78.8","Smoothie King Center","688,549","16,794",13,82,241.2,38.5,85.9,0.448,8.6,23.8,0.36,29.9,62.1,0.482,17.3,22.2,0.776,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,102.7,2016
"1041","New York Knicks","22","27.2","32","50","33","49","-2.73","0.00","-2.74","104.6","107.6","93.4",".255",".256",".527",".487","10.5","23.7",".204","75.8","Madison Square Garden (IV)","812,292","19,812",27,82,241.5,36.9,84,0.439,7.4,21.5,0.346,29.4,62.5,0.471,17.2,21.4,0.805,10.4,34,44.4,20.5,5.7,5.7,13.4,19.7,98.4,2016
"1042","Oklahoma City Thunder*","3","25.8","55","27","59","23","7.28","-0.19","7.09","113.1","105.6","96.7",".292",".275",".565",".484","11.7","31.1",".205","76.0","Chesapeake Energy Arena","746,323","18,203",2,82,241.8,41.1,86.4,0.476,8.3,23.7,0.349,32.9,62.6,0.524,19.7,25.2,0.782,13.1,35.6,48.6,23,7.4,5.9,15.9,20.6,110.2,2016
"1043","Orlando Magic","19","23.9","35","47","36","46","-1.62","-0.06","-1.68","105.1","106.8","96.0",".232",".255",".533",".513","13.8","23.1",".215","76.5","Amway Center","719,275","17,515",18,82,242.7,39.5,86.8,0.455,7.8,22.2,0.35,31.8,64.7,0.492,15.2,20.1,0.757,10.3,33,43.3,23.6,8.2,5.1,14.1,20.7,102.1,2016
"1044","Philadelphia 76ers","30","23.3","10","72","16","66","-10.23","0.31","-9.92","98.8","109.2","97.9",".269",".327",".519",".510","13.5","20.6",".240","74.0","Wells Fargo Center","614,650","14,991",29,82,241.5,36.2,84,0.431,9.3,27.5,0.339,26.9,56.5,0.476,15.7,22.6,0.694,9.5,31.8,41.2,21.5,8.3,6,16.4,21.7,97.4,2016
"1045","Phoenix Suns","27","26.0","23","59","24","58","-6.66","0.34","-6.32","102.2","109.0","98.5",".271",".302",".526",".523","13.5","25.4",".237","77.1","Talking Stick Resort Arena","701,405","17,107",22,82,240.3,37.2,85.6,0.435,9,25.8,0.348,28.2,59.8,0.472,17.5,23.2,0.751,11.5,33.3,44.8,20.7,7.7,3.8,17.2,22.7,100.9,2016
"1046","Portland Trail Blazers*","13","24.3","44","38","43","39","0.83","0.15","0.98","108.8","108.0","96.0",".268",".332",".548",".503","12.1","25.9",".225","76.2","Moda Center","794,085","19,368",6,82,241.5,38.6,85.9,0.45,10.5,28.5,0.37,28.1,57.4,0.49,17.4,23,0.754,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,105.1,2016
"1047","Sacramento Kings","21","26.6","33","49","34","48","-2.48","0.16","-2.32","106.0","108.4","100.0",".295",".260",".546",".521","14.0","23.9",".202","74.9","Sleep Train Arena","707,526","17,222",3,82,241.5,40,86.4,0.464,8,22.4,0.359,32,64,0.5,18.5,25.5,0.725,10.6,33.7,44.2,24.5,8.9,4.5,16.2,20.4,106.6,2016
"1048","San Antonio Spurs*","2","30.3","67","15","67","15","10.63","-0.36","10.28","110.3","99.0","93.8",".246",".223",".564",".477","14.1","23.0",".182","79.1","AT&T Center","756,445","18,450",10,82,240.3,40.1,82.9,0.484,7,18.5,0.375,33.2,64.4,0.515,16.4,20.4,0.803,9.4,34.5,43.9,24.5,8.3,5.9,13.1,17.5,103.5,2016
"1049","Toronto Raptors*","6","26.3","56","26","53","29","4.50","-0.42","4.08","110.0","105.2","92.9",".328",".287",".552",".498","12.7","24.6",".201","77.7","Air Canada Centre","812,863","19,826",14,82,241.2,36.7,81.3,0.451,8.6,23.4,0.37,28,58,0.483,20.8,26.7,0.777,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,102.7,2016
"1050","Utah Jazz","10","24.2","40","42","46","36","1.79","0.05","1.84","105.9","103.9","91.0",".286",".297",".540",".495","13.5","25.9",".210","77.7","Vivint Smart Home Arena","791,489","19,305",28,82,243.4,36.1,80.4,0.449,8.5,23.9,0.355,27.6,56.5,0.488,17.1,23,0.744,10.7,32.5,43.2,19,7.7,5.2,14.9,20.2,97.7,2016
"1051","Washington Wizards","17","27.3","41","41","40","42","-0.50","0.00","-0.50","105.3","105.8","98.5",".263",".282",".544",".515","14.6","20.6",".218","77.7","Verizon Center","725,426","17,693",9,82,240.9,39.5,85.8,0.46,8.6,24.2,0.358,30.8,61.6,0.501,16.5,22.5,0.73,9.1,32.8,41.8,24.5,8.6,3.9,14.5,20.8,104.1,2016
"1052","Atlanta Hawks*","20","27.9","43","39","39","43","-0.85","-0.38","-1.23","104.9","105.7","97.4",".295",".309",".541",".507","13.8","23.6",".179","76.1","Philips Arena","654,306","15,959",22,82,242.4,38.1,84.4,0.451,8.9,26.1,0.341,29.2,58.3,0.501,18.1,24.9,0.728,10.3,34.1,44.3,23.6,8.2,4.8,15.8,18.2,103.2,2017
"1053","Boston Celtics*","8","25.9","53","29","48","34","2.63","-0.39","2.25","111.2","108.4","96.8",".273",".393",".567",".503","12.6","21.2",".223","75.3","TD Garden","760,690","18,553",7,82,240.9,38.6,85.1,0.454,12,33.4,0.359,26.6,51.7,0.515,18.7,23.2,0.807,9.1,32.9,42,25.2,7.5,4.1,13.3,20.6,108,2017
"1054","Brooklyn Nets","30","26.0","20","62","24","58","-6.73","-0.01","-6.74","104.1","110.7","101.3",".289",".371",".551",".513","11.6","19.6",".212","76.1","Barclays Center","632,608","15,429",12,82,240.9,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21,105.8,2017
"1055","Charlotte Hornets","15","26.5","36","46","42","40","0.20","-0.26","-0.07","108.8","108.6","95.7",".279",".335",".547",".523","12.1","19.9",".164","79.6","Spectrum Center","710,643","17,333",16,82,241.8,37.7,85.4,0.442,10,28.6,0.351,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7,4.8,11.5,16.6,104.9,2017
"1056","Chicago Bulls*","14","26.9","41","41","42","40","0.43","-0.39","0.03","107.4","107.0","95.3",".259",".256",".530",".507","12.4","27.0",".169","76.8","United Center","888,882","21,680",23,82,241.2,38.6,87.1,0.444,7.6,22.3,0.34,31,64.8,0.479,18,22.5,0.798,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9,2017
"1057","Cleveland Cavaliers*","7","29.2","51","31","49","33","3.18","-0.31","2.87","113.6","110.3","96.2",".275",".399",".580",".516","11.4","21.9",".174","75.8","Quicken Loans Arena","843,042","20,562",4,82,242.4,39.9,84.9,0.47,13,33.9,0.384,26.9,51,0.528,17.5,23.3,0.748,9.3,34.4,43.7,22.7,6.6,4,13.7,18.1,110.3,2017
"1058","Dallas Mavericks","23","27.6","33","49","33","49","-2.93","0.40","-2.53","105.6","108.8","92.2",".225",".366",".541",".529","14.4","18.1",".218","77.6","American Airlines Center","811,366","19,789",30,82,241.2,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9,2017
"1059","Denver Nuggets","13","25.2","40","42","42","40","0.51","0.19","0.70","113.2","112.7","98.3",".276",".329",".568",".532","10.9","27.3",".194","78.7","Pepsi Center","605,585","14,672",3,82,240.9,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,46.4,25.3,6.9,3.9,15,19.1,111.7,2017
"1060","Detroit Pistons","21","25.4","37","45","38","44","-1.12","-0.17","-1.29","106.0","107.1","95.0",".218",".263",".521",".516","12.1","24.1",".197","81.2","The Palace of Auburn Hills","655,141","15,979",26,82,241.5,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.492,13.9,19.3,0.719,11.1,34.6,45.7,21.1,7,3.8,11.9,17.9,101.3,2017
"1061","Golden State Warriors*","1","28.2","67","15","67","15","11.63","-0.28","11.35","115.6","104.0","99.8",".259",".359",".597",".486","13.5","22.8",".198","74.9","Oracle Arena","803,436","19,596",1,82,241.2,43.1,87.1,0.495,12,31.2,0.383,31.1,55.8,0.557,17.8,22.6,0.788,9.4,35,44.4,30.4,9.6,6.8,14.8,19.3,115.9,2017
"1062","Houston Rockets*","3","27.4","55","27","55","27","5.77","0.08","5.84","114.7","109.0","100.0",".304",".462",".583",".519","13.2","24.6",".194","75.8","Toyota Center","695,903","16,973",2,82,241.2,40.3,87.2,0.462,14.4,40.3,0.357,25.9,46.9,0.552,20.3,26.5,0.766,10.9,33.5,44.4,25.2,8.2,4.3,15.1,19.9,115.3,2017
"1063","Indiana Pacers*","18","27.0","42","40","40","42","-0.22","-0.42","-0.64","108.6","108.8","95.9",".261",".272",".558",".512","13.6","21.2",".225","75.5","Bankers Life Fieldhouse","684,578","16,697",15,82,242.1,39.3,84.5,0.465,8.6,23,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9,33,42,22.5,8.2,5,13.8,19.5,105.1,2017
"1064","League Average","","26.6","","","41","41","0.00","0.00","0.00","108.8","108.8","96.4",".271",".316",".552",".514","12.7","23.3",".209","76.7","","733,247","17,880",NA,82,241.6,39,85.4,0.457,9.7,27,0.358,29.4,58.4,0.503,17.8,23.1,0.772,10.1,33.4,43.5,22.6,7.7,4.7,14,19.9,105.6,2017
"1065","Los Angeles Clippers*","4","30.0","51","31","52","30","4.29","0.13","4.42","112.7","108.2","96.1",".312",".329",".574",".506","12.1","21.5",".211","76.9","STAPLES Center","782,609","19,088",6,82,240.9,39.5,83.2,0.475,10.3,27.4,0.375,29.3,55.8,0.525,19.3,26,0.745,9,34,43,22.5,7.5,4.2,13,19.8,108.7,2017
"1066","Los Angeles Lakers","28","25.1","26","56","24","58","-6.88","0.58","-6.29","106.0","113.0","98.5",".259",".295",".537",".542","13.0","25.0",".213","75.8","STAPLES Center","776,917","18,949",17,82,240.3,39.3,87.4,0.45,8.9,25.7,0.346,30.4,61.6,0.493,17,22.6,0.754,11.4,32.1,43.5,20.9,8.2,3.9,15.2,20.7,104.6,2017
"1067","Memphis Grizzlies*","11","29.5","43","39","42","40","0.49","0.47","0.96","107.7","107.1","92.3",".280",".316",".535",".506","13.6","24.8",".256","77.5","FedEx Forum","677,314","16,520",29,82,242.7,36.4,83.6,0.435,9.4,26.5,0.354,27,57.1,0.473,18.3,23.4,0.784,10.8,32,42.8,21.3,8,4.2,12.9,22.4,100.5,2017
"1068","Miami Heat","12","26.5","41","41","44","38","1.06","-0.29","0.77","107.8","106.7","95.2",".251",".314",".541",".496","12.6","24.2",".220","76.4","AmericanAirlines Arena","805,400","19,644",21,82,241.2,39,85.8,0.455,9.9,27,0.365,29.2,58.8,0.496,15.2,21.6,0.706,10.6,33,43.6,21.2,7.2,5.7,13.4,20.5,103.2,2017
"1069","Milwaukee Bucks*","17","25.6","42","40","40","42","-0.18","-0.26","-0.45","109.1","109.3","94.5",".274",".290",".565",".518","13.6","21.5",".215","75.4","BMO Harris Bradley Center","648,952","15,828",20,82,241.2,38.8,81.9,0.474,8.8,23.7,0.37,30,58.2,0.516,17.2,22.4,0.768,8.8,31.6,40.4,24.2,8.1,5.3,14,20.2,103.6,2017
"1070","Minnesota Timberwolves","19","24.0","31","51","38","44","-1.11","0.47","-0.64","110.8","112.0","94.6",".287",".249",".555",".535","13.2","27.2",".212","75.9","Target Center","607,203","14,810",13,82,241.5,39.5,84.4,0.467,7.3,21,0.349,32.1,63.4,0.507,19.3,24.2,0.799,11.4,31,42.4,23.7,8,4.5,14,20.1,105.6,2017
"1071","New Orleans Pelicans","22","25.7","34","48","35","47","-2.10","0.41","-1.69","105.2","107.4","98.0",".256",".308",".539",".509","12.4","18.5",".177","76.8","Smoothie King Center","663,099","16,173",18,82,242.7,39.1,87,0.45,9.4,26.8,0.35,29.8,60.2,0.495,16.7,22.3,0.75,8.6,35.1,43.7,22.8,7.8,5.5,12.9,18.2,104.3,2017
"1072","New York Knicks","25","27.3","31","51","31","51","-3.67","-0.20","-3.87","107.7","111.5","96.0",".239",".279",".534",".511","11.7","26.6",".214","74.1","Madison Square Garden (IV)","810,741","19,774",19,82,242.1,39.6,88.5,0.447,8.6,24.7,0.348,31,63.8,0.485,16.6,21.1,0.788,12,33.2,45.2,21.8,7.1,5.5,13.9,20.3,104.3,2017
"1073","Oklahoma City Thunder*","10","24.7","47","35","43","39","0.76","0.39","1.14","108.3","107.5","97.8",".295",".295",".540",".511","12.5","27.9",".218","79.0","Chesapeake Energy Arena","746,323","18,203",11,82,241.5,39.5,87.4,0.452,8.4,25.8,0.327,31,61.6,0.504,19.2,25.8,0.745,12.2,34.4,46.6,21,7.9,5,15,20.9,106.6,2017
"1074","Orlando Magic","29","25.3","29","53","24","58","-6.57","-0.04","-6.61","103.7","110.5","96.8",".246",".300",".524",".523","11.9","21.6",".201","77.4","Amway Center","727,875","17,753",27,82,241.5,38.3,87,0.44,8.5,26.1,0.328,29.7,60.9,0.488,16,21.4,0.747,9.8,33.3,43.2,22.2,7.1,4.8,13.3,19.3,101.1,2017
"1075","Philadelphia 76ers","27","24.6","28","54","26","56","-5.70","-0.14","-5.83","103.2","108.9","98.5",".258",".349",".539",".512","13.5","22.4",".234","75.3","Wells Fargo Center","710,557","17,331",25,82,241.8,37.7,85.3,0.442,10.1,29.8,0.34,27.5,55.5,0.496,17,22,0.771,9.8,33,42.8,23.8,8.4,5.1,16.7,21.9,102.4,2017
"1076","Phoenix Suns","26","25.0","24","58","27","55","-5.63","0.49","-5.14","106.6","112.2","100.3",".297",".255",".538",".525","13.1","26.0",".264","76.4","Talking Stick Resort Arena","708,639","17,134",9,82,241.8,39.9,88.5,0.45,7.5,22.6,0.332,32.4,65.9,0.491,20.4,26.3,0.776,11.9,33.1,45,19.6,8.2,4.9,15.4,24.8,107.7,2017
"1077","Portland Trail Blazers*","16","24.8","41","41","40","42","-0.52","0.30","-0.23","110.3","110.8","96.7",".275",".322",".559",".508","11.6","23.0",".241","76.8","Moda Center","792,029","19,318",8,82,243,39.5,86.1,0.459,10.4,27.7,0.375,29.2,58.4,0.499,18.5,23.7,0.78,10.1,33.5,43.7,21.1,7,5,13.7,21.2,107.9,2017
"1078","Sacramento Kings","24","27.8","32","50","31","51","-3.88","0.58","-3.29","107.3","111.3","94.9",".284",".291",".556",".528","12.9","21.0",".227","76.3","Golden 1 Center","721,928","17,608",24,82,242.4,37.9,82.1,0.461,9,23.9,0.376,28.9,58.2,0.496,18.1,23.3,0.775,8.7,32.3,41.1,22.5,7.6,4,14.6,20.3,102.8,2017
"1079","San Antonio Spurs*","2","29.6","61","21","60","22","7.20","-0.06","7.13","111.1","103.5","94.2",".263",".281",".564",".492","13.5","24.0",".192","77.6","AT&T Center","755,347","18,423",14,82,241.5,39.3,83.7,0.469,9.2,23.5,0.391,30.1,60.2,0.5,17.6,22,0.797,10,33.9,43.9,23.8,8,5.9,13.4,18.3,105.3,2017
"1080","Toronto Raptors*","6","26.1","51","31","52","30","4.21","-0.56","3.65","112.3","107.8","94.7",".293",".289",".561",".507","13.5","25.0",".223","76.3","Air Canada Centre","813,050","19,830",10,82,241.2,39.2,84.4,0.464,8.8,24.3,0.363,30.3,60,0.505,19.7,24.7,0.796,10.6,32.6,43.3,18.5,8.3,4.9,12.7,20.8,106.9,2017
"1081","Utah Jazz*","5","26.8","51","31","52","30","3.94","0.06","4.00","109.6","105.3","91.6",".288",".327",".563",".493","11.8","23.2",".195","78.9","Vivint Smart Home Arena","806,142","19,662",28,82,240.9,37,79.5,0.466,9.6,26,0.372,27.3,53.5,0.511,17.1,22.9,0.747,9.4,33.8,43.2,20.1,6.7,5,13.6,18.8,100.7,2017
"1082","Washington Wizards*","9","26.0","49","33","46","36","1.80","-0.45","1.36","111.2","109.3","97.4",".254",".284",".564",".524","13.8","24.1",".213","75.5","Verizon Center","697,107","17,003",5,82,242.1,41.3,87,0.475,9.2,24.8,0.372,32.1,62.3,0.515,17.3,22.1,0.784,10.3,32.6,42.9,23.9,8.5,4.1,14.2,21.3,109.2,2017
"1083","Atlanta Hawks","26","25.4","24","58","27","55","-5.45","0.15","-5.30","105.0","110.6","98.3",".236",".363",".547",".536","13.6","21.1",".183","76.2","Philips Arena","590,769","14,409",25,82,240.3,38.2,85.5,0.446,11.2,31,0.36,27,54.5,0.495,15.8,20.2,0.785,9.1,32.8,41.9,23.7,7.8,4.2,15.6,19.6,103.4,2018
"1084","Boston Celtics*","7","24.7","55","27","51","31","3.59","-0.35","3.23","107.6","103.9","96.0",".243",".357",".552",".495","13.0","21.5",".191","78.4","TD Garden","763,584","18,624",20,82,241.5,38.3,85.1,0.45,11.5,30.4,0.377,26.9,54.7,0.491,16,20.7,0.771,9.4,35.1,44.5,22.5,7.4,4.5,14,19.7,104,2018
"1085","Brooklyn Nets","24","25.1","28","54","31","51","-3.74","0.07","-3.67","106.9","110.6","98.9",".260",".411",".551",".517","11.0","21.0",".201","77.0","Barclays Center","640,010","15,376",14,82,242.1,38.2,86.8,0.441,12.7,35.7,0.356,25.5,51.1,0.5,17.4,22.6,0.772,9.7,34.8,44.4,23.7,6.2,4.8,15.2,20.6,106.6,2018
"1086","Charlotte Hornets","18","26.6","36","46","42","40","0.26","-0.19","0.07","109.4","109.1","98.4",".312",".314",".549",".532","12.4","22.2",".165","80.7","Spectrum Center","671,404","16,376",10,82,241.2,39,86.7,0.45,10,27.2,0.369,28.9,59.4,0.487,20.2,27,0.747,10.1,35.4,45.5,21.6,6.8,4.5,12.7,17.2,108.2,2018
"1087","Chicago Bulls","29","24.4","27","55","23","59","-7.04","0.20","-6.84","103.8","110.9","98.3",".216",".350",".529",".542","12.4","20.6",".184","80.6","United Center","851,824","20,776",26,82,242.1,38.7,88.8,0.435,11,31.1,0.355,27.6,57.8,0.478,14.6,19.2,0.759,9.6,35,44.7,23.5,7.6,3.5,14,19.2,102.9,2018
